PropertyName,Address,City,State,ZipCode,PhoneNumber,TotalSqFt,NetRentableSqFt,TotalAcres,NumBuildings,NumFloors,PropertyStatus,ImpressionRating,LocationRating,CompletionDate
Public Storage,7400 Alban Station Blvd,Springfield,VA,22150,5713569844,91500,68625,13.4,1,3,Completed,B,A-,1989-01-01
Public Storage,10305 Balls Ford Road,Manassas,VA,20109,5713933152,48830,46388,2.14,4,1,Completed,C,B+,1972-01-01
Public Storage,1751 Old Meadow Road,McLean,VA,22102,5713569821,93250,79262,4.18,2,2,Completed,B,A-,1967-01-01
Public Storage,11 Lawson Road SE,Leesburg,VA,20175,5712936764,34400,29240,1.59,3,2,Completed,B,A-,1986-01-01
Public Storage,398 Long Bridge Drive,Arlington,VA,22202,5718145259,101688,86434,1.65,1,2,Completed,B,B,1957-01-01
Public Storage,1800 South Sterling Blvd,Sterling,VA,20166,5714859818,34600,32870,2.98,9,1,Completed,C,A,1982-01-01
Public Storage,8514 Telegraph Road,Lorton,VA,22079,5718145268,57383,48775,2.96,5,2,Completed,B,A-,1976-01-01
Public Storage,7501 Fordson Road,Alexandria,VA,22306,5718145319,46740,39729,1.96,3,2,Completed,C,B,1984-01-01
Public Storage,400 North Roosevelt Blvd,Falls Church,VA,22044,5713569867,121350,103147,1.48,1,2,Completed,B,A,2005-01-01
Public Storage,21360 Gentry Drive,Sterling,VA,20166,7037455122,67060,57001,4.24,7,2,Completed,B,B+,2000-01-01
Public Storage,6325 Stone Road,Centreville,VA,20121,7036625097,112900,95965,6.58,9,2,Completed,B,A-,2001-01-01
Public Storage,11199 Waples Mill Road,Fairfax,VA,22030,5719338052,108564,81423,1.86,1,4,Completed,A,A,2002-01-01
Public Storage,466 Herndon Pkwy,Herndon,VA,20170,5712661751,45520,43244,3.02,5,1,Completed,B,A,1985-01-01
Public Storage,700 South Pickett Street,Alexandria,VA,22304,5718145327,105270,78952,2.42,3,4,Completed,B,A-,1989-01-01
Public Storage,6319 Arlington Blvd,Seven Corners,VA,22044,5713569807,132096,99072,3.76,1,3,Completed,A,B,2003-01-01
Public Storage,5797 Burke Centre Pkwy,Burke,VA,22015,5712810009,102441,87074,5.28,3,2,Completed,B,A,1985-01-01
Public Storage,3854 Dulles South Court,Chantilly,VA,20151,7039883698,109872,82404,4.9,1,3,Completed,B,A-,2002-01-01
Public Storage,8550 Sudley Road,Manassas,VA,20110,5717624007,40220,34187,1.54,4,2,Completed,C,B,1985-01-01
Public Storage,9915 Richmond Hwy,Lorton,VA,22079,5713358508,68730,58420,2.08,5,2,Completed,C,B,1978-01-01
Public Storage,5819 Columbia Pike,Falls Church,VA,22041,5718145332,56800,48280,2.15,4,2,Completed,B,B+,1984-01-01
Public Storage,8523 Lee Hwy,Fairfax,VA,22031,7035375873,60750,51637,2.36,4,2,Completed,B,A-,1984-01-01
Public Storage,14601 Lee Hwy,Centreville,VA,20121,7039883710,111132,83349,5.02,9,4,Completed,B,A-,1985-01-01
Public Storage,5609 Guinea Road,Fairfax,VA,22032,7039883690,41500,35275,1.66,2,2,Completed,B,A,1984-01-01
Public Storage,4312 Ravensworth Road,Annandale,VA,22003,5713569863,36970,35121,1.76,7,1,Completed,C,B+,1978-01-01
Public Storage,7208 Fordson Road,Alexandria,VA,22306,5718145311,87725,74566,5.19,10,2,Completed,B,B,2006-01-01
Public Storage,1510 Spring Hill Road,Mc Lean,VA,22102,5713358443,159280,119460,3.54,2,4,Completed,B,A+,1986-01-01
Public Storage,2921 Centreville Road,Herndon,VA,20171,5712661732,88300,75055,4.56,7,2,Completed,B,A-,1986-01-01
Public Storage,2995 Gallows Road,Falls Church,VA,22042,5713569838,95175,80898,1.75,1,2,Completed,A,A-,2005-01-01
Rt. 3 Simply Storage,4801 Plank Road,Fredericksburg,VA,22407,5405480520,99630,84685,5.65,1,2,Completed,A,A-,2006-01-01
Extra Space Storage,10 Leeland Road,Fredericksburg,VA,22405,5407517001,49970,47471,7.71,6,1,Completed,C,B+,1986-01-01
Security Public Storage,45050 Russell Branch Pkwy,Ashburn,VA,20147,7039722359,72146,61324,4.18,1,2,Completed,A,B+,2005-01-01
Security Public Storage,385 Spring Street,Herndon,VA,20170,7035968165,102663,87263,4.77,7,2,Completed,B,A,1985-01-01
Self Storage Plus,2514 Richmond Hwy,Alexandria,VA,22301,5712600773,112064,NULL,1.79,1,3,Completed,B,B+,1989-01-01
Self Storage Plus,605 South Ball Street,Arlington,VA,22202,7034134833,77616,58212,1.21,1,3,Completed,A,B,2004-01-01
Self Storage Plus,11840 Sudley Manor Drive,Manassas,VA,20109,7039577537,94700,80495,5.33,4,2,Completed,A,B,2008-01-01
Self Storage Plus,2505 Caton Hill Road,Woodbridge,VA,22192,7034964132,37340,28005,3.05,4,3,Completed,A,B,2007-01-01
Self Storage Plus,8100 Piney Branch Lane,Bristow,VA,20136,7037536797,93802,70351,9.59,3,3,Completed,A,B,2017-10-27
Signal Hill Mini Storage,8492 Signal Hill Road,Manassas,VA,20110,7033695907,9360,8892,1.01,1,1,Completed,C,B,1982-01-01
Lock It Up Self Storage,429 Cambridge Street,Fredericksburg,VA,22405,NULL,62725,59588,8.16,11,1,Prospective,NR,B-,NULL
Stable Storage,8131 East Main Street,Marshall,VA,20115,5403640373,29091,27636,7.3,3,1,Completed,B,C,2004-01-01
Self Storage Plus,45601 Woodland Road,Sterling,VA,20166,7037749477,68102,64696,4.03,3,1,Completed,A,B,2005-01-01
Stor - It - Self Storage,2023 Jefferson Davis Hwy,Stafford,VA,22554,5406594634,20377,19358,16.28,6,1,Completed,C,B+,1986-01-01
Extra Space Storage,3318 Old Bridge Road,Woodbridge,VA,22192,5714772822,79112,75156,3.74,5,1,Completed,B,B+,1999-01-01
Storage Mart,11325 Lee Hwy,Fairfax,VA,22030,7033528840,60984,51836,1.52,1,2,Completed,B,A,1990-01-01
Storage Sense,7240 New Market Court,Manassas,VA,20109,7033687808,30375,28856,2.88,5,1,Completed,C,B,1985-01-01
StoreLand Self Storage,18424 Gate Road,Culpeper,VA,22701,5408274836,46650,44317,6.02,8,1,Completed,B,C,2016-08-11
StorQuest Self Storage,2710 South Nelson Street,Arlington,VA,22206,7037634812,52000,39000,0.41,1,4,Completed,B,A-,1986-01-01
Telegraph Self Storage,8935 Telegraph Road,Lorton,VA,22079,7033399070,108400,92140,4.93,3,2,Completed,A,B+,2001-01-01
Triangle Self Storage,18310 Jefferson Davis Hwy,Triangle,VA,22172,7034364063,50150,47642,2.86,12,1,Completed,B,A-,1995-01-01
U - Haul Moving & Storage,14523 Telegraph Road,Woodbridge,VA,22192,7034901444,45548,38715,2.33,1,2,Completed,B,B,1977-01-01
U - Haul Moving & Storage,10480 Dumfries Road,Manassas,VA,20110,7033694619,61852,52574,2.62,1,2,Completed,A,B+,1997-01-01
U - Haul Moving & Storage,3995 Westfax Drive,Chantilly,VA,20151,7032226198,58045,49338,2.43,1,2,Completed,A,B+,1998-01-01
U - Haul Moving & Storage,45715 Old Ox Road,Sterling,VA,20166,7034373404,47100,44745,2.99,6,1,Completed,B,B+,1987-01-01
U - Haul Moving & Storage,8207 Terminal Road,Lorton,VA,22079,7033399830,95472,71604,2.48,1,3,Completed,A,A-,2002-01-01
U - Haul Moving & Storage,8537 Centreville Road,Manassas Park,VA,20111,7033696080,65000,55250,2.69,1,2,Completed,A,B,1996-01-01
U - Haul Moving & Storage,5285 Port Royal Road,Springfield,VA,22151,7039621241,197000,147750,5.03,1,3,Completed,B,B,2018-04-13
U - Haul Moving & Storage,4101 Pepsi Place,Chantilly,VA,20151,7039915398,67670,57519,5.12,1,2,Completed,A,B-,1981-01-01
U - Haul Moving & Storage,1101 International Pkwy,Fredericksburg,VA,22406,5409074303,18765,17826,10.59,4,1,Completed,B,B,1979-01-01
U - STOR - IT Mini Storage,3662 1/2 Jefferson Davis Hwy,Fredericksburg,VA,22408,5408983200,77880,73986,5.58,20,1,Completed,C,C+,1981-01-01
U - Store Self Storage,5829 Seminary Road,Falls Church,VA,22041,5713883089,41410,35198,0.84,1,2,Completed,B,B+,1985-01-01
U - Haul Moving & Storage,2411 Plank Road,Fredericksburg,VA,22401,5403682041,75324,64025,3.13,2,2,Completed,A,C+,2007-01-01
Valley Self Storage,37221 East Richardson Lane,Purcellville,VA,20132,5403382400,21820,18547,2.12,6,2,Completed,C,B,1994-01-01
Valley Self Storage Phase II,37221 East Richardson Lane,Purcellville,VA,20132,5403382400,18696,17761,0.59,1,1,Planned,NR,B,NULL
Warrenton Mini Storage,6437 Old Meetze Road,Warrenton,VA,20187,5403471166,86960,73916,6.35,4,2,Completed,B,B-,1991-01-01
Warrenton Self Storage,20 Ashby Street,Warrenton,VA,20186,5403475555,10800,9180,0.28,1,2,Completed,B,B-,2016-01-01
77 Storage Place,3650 Classen Blvd,Norman,OK,73071,4053298777,45925,43628,2.93,7,1,Completed,B,B-,2003-01-01
81 Storage,2811 South Hwy 81 Srv Road,El Reno,OK,73036,4052622380,19800,18810,1.52,5,1,Completed,B,C,1996-01-01
89er Mini - Storage,2115 Ruhl Drive,Guthrie,OK,73044,4052826884,33960,32262,3.87,7,1,Completed,C,C,1982-01-01
A & D Storage,519 South Redlands,Stillwater,OK,74074,4055337867,23240,22078,3.57,5,1,Completed,C,B-,2002-01-01
A & M Storage,424 East Lakeview Road,Stillwater,OK,74074,4053772523,34403,32682,2.87,9,1,Completed,C,B-,2001-01-01
SecurCare Self Storage,4900 South Sunnylane,Oklahoma City,OK,73135,4052938481,95334,NULL,5.16,8,1,Completed,B,C+,2016-01-01
Cubesmart Self Storage,9001 Eastmar Commons,Orlando,FL,32825,4075041957,99278,NULL,5.63,1,3,Completed,A,B-,2019-01-31
D & J Storage,170 Fisher Avenue,Titusville,FL,32796,3212671725,8400,7980,0.34,1,1,Completed,C,C+,1974-01-01
Eau Gallie Self Storage,914 Saint Clair Street,Melbourne,FL,32935,3212421004,57996,49296,2.57,8,2,Completed,B,C,1985-01-01
Extra Space Storage,1150 Brand Lane,Kissimmee,FL,34744,4074145303,91320,68490,1.9,2,4,Completed,A,C+,2015-01-01
Extra Space Storage,540 Cypress Pkwy,Poinciana,FL,34759,8632400879,90369,NULL,5.92,4,3,Completed,A,C+,2017-09-07
Metro Self Storage,7500 West Colonial Drive,Orlando,FL,32818,4804009080,90000,76500,9.5,1,2,Completed,A,B,2018-02-02
Extra Space Storage,3820 South Orange Avenue,Orlando,FL,32806,3212703440,96670,72502,1.97,2,3,Completed,A,B-,2018-04-16
Extra Space Storage,342 Woodland Lake Drive,Orlando,FL,32828,3218004793,97325,72993,4.16,5,3,Completed,A,A-,2018-06-04
Extra Space Storage,11071 University Blvd,Orlando,FL,32817,3213204055,75616,64273,5.66,5,2,Completed,A,B,2017-04-18
Extra Space Storage,9847 Curry Ford Road,Orlando,FL,32825,4074959612,87788,65841,2.26,1,3,Completed,A,B+,2017-08-31
Extra Space Storage,408 North Primrose Drive,Orlando,FL,32803,3212855021,91303,68477,1.3,1,3,Completed,A,B-,2019-10-14
SmartStop Self Storage,1071 Marshall Farms Road,Ocoee,FL,34761,4075454298,108352,NULL,2.21,1,4,Completed,A,B,2019-02-18
Extra Space Storage,6035 Sand Lake Vista Drive,Orlando,FL,32819,4073376665,119465,89598,1.9,1,5,Under Construction,NR,A,2021-03-02
All Aboard Storage,2728 West 25th Street,Sanford,FL,32771,4073053450,89770,76304,6.55,1,2,Completed,A,B,2017-10-11
Extra Space Storage,3280 Vineland Road,Kissimmee,FL,34746,4077207424,124000,93000,2.17,1,3,Completed,A,B,2019-05-24
Extra Space Storage,13597 South Orange Avenue,Orlando,FL,32824,4079102087,88125,66093,2.19,1,3,Completed,A,B-,2019-04-22
Extra Space Storage,7440 Pineda Blvd,Melbourne,FL,32940,3215419484,109653,104170,10,4,1,Completed,B,B,2018-09-17
Extra Space Storage,610 Rinehart Road,Lake Mary,FL,32746,4076371360,155116,147360,13.5,40,1,Completed,B,A-,1991-01-01
Extra Space Storage,5753 Hoffner Avenue,Orlando,FL,32822,4072125890,83839,62879,2.7,9,3,Completed,A,C+,2008-01-01
Storage King USA,4601 South Orange Blossom Trail,Orlando,FL,32839,4076309395,51455,48882,2.73,10,1,Completed,C,C-,1986-01-01
Extra Space Storage,2631 East Semoran Blvd,Apopka,FL,32703,4074087437,81295,69100,4.04,8,2,Completed,A,B,2005-01-01
Extra Space Storage,4390 Pleasant Hill Road,Kissimmee,FL,34746,4074298867,106475,101151,17.61,7,1,Completed,A,B-,2005-01-05
Extra Space Storage,270 Malabar Road SW,Palm Bay,FL,32907,3216344887,135000,128250,15.46,5,1,Completed,B,B-,2000-01-01
Extra Space Storage,1420 North Orange Blossom Trail,Orlando,FL,32804,4073128736,93495,79470,3.04,4,2,Completed,A,C+,2000-01-01
Extra Space Storage,831 North Park Avenue,Apopka,FL,32712,4074500345,79200,67320,3.84,2,2,Completed,A,C+,2009-01-01
Extra Space Storage,11971 Lake Underhill Road,Orlando,FL,32825,4075167913,47600,45220,4.69,4,1,Completed,A,A-,2002-01-01
Extra Space Storage,1001 Lee Road,Orlando,FL,32810,4074893742,93300,69975,1.44,1,4,Completed,A,C+,2009-01-01
Extra Space Storage,5592 L B Mcleod Road,Orlando,FL,32811,4077202832,94694,80489,4.95,9,2,Completed,A,B+,2000-01-01
Extra Space Storage,3501 South Orange Blossom Trail,Orlando,FL,32839,4074889093,79280,59460,1,1,4,Completed,A,C-,2008-01-01
Extra Space Storage,1101 Marshall Farms Road,Ocoee,FL,34761,4075167221,77660,73777,4.99,11,1,Completed,B,B,1987-01-01
Extra Space Storage,5603 Metrowest Blvd,Orlando,FL,32811,4075167751,102510,97384,5.23,12,1,Completed,B,B+,2000-01-01
Extra Space Storage,516 County Road 466,Lady Lake,FL,32159,3522503411,60726,51617,2.19,1,2,Completed,A,C+,2010-01-01
Extra Space Storage,13125 South John Young Pkwy,Orlando,FL,32837,4075167005,101852,86574,4.65,8,2,Completed,A,B+,1999-01-01
Finch's U - Store It,2281 US Highway 441/27,Fruitland Park,FL,34731,3527876978,67125,63768,7.25,8,1,Completed,B,B-,1996-01-01
Flamingo Mini Storage,1007 Warehouse Drive,Leesburg,FL,34748,3527878916,31526,29949,3.88,6,1,Completed,C,C+,1979-01-01
Florida Discount Self Storage,2300 Hartwood Marsh Road,Clermont,FL,34711,3522271446,124425,118203,23.83,7,1,Completed,B,B,2008-01-01
Florida Secure Storage,27300 Catherine Street,Okahumpka,FL,34762,3523657867,61035,57983,6.32,13,1,Completed,C,C+,2004-01-01
Florida Secured Storage,1315 Long Street,Orlando,FL,32805,4074251274,12565,11936,0.9,3,1,Completed,C,C+,1985-01-01
Fort KNOX Self Storage,463 Rolling Acres Road,The Villages,FL,32159,3523635488,50340,47823,6.62,5,1,Completed,B,B-,2007-01-01
Fruitland Park Mini - Storage,2394 US Highway 27/441 South,Fruitland Park,FL,34731,3527879777,48140,45733,3.25,10,1,Completed,B,B-,1987-01-01
G & C Select Storage,2750 South Grove Street,Eustis,FL,32726,3523575141,29305,27839,1.85,6,1,Completed,C,C+,2001-01-01
G & J Mini Warehouse,825 Orange Street,Titusville,FL,32796,3212673724,22560,21432,1.58,6,1,Completed,B,C+,1980-01-01
G & L Storage,3545 North Courtenay Pkwy,Merritt Island,FL,32953,3214528080,61720,58634,4.82,5,1,Completed,B,C+,1992-01-01
Gator Storage,2604 South Street,Leesburg,FL,34748,3527875707,36150,34342,5.26,10,1,Completed,C,C+,1998-01-01
Golden Triangle Storage,1250 Mt. Homer Road,Eustis,FL,32726,3524837555,60455,51386,4.06,6,2,Completed,B,C+,1984-01-01
Groveland Mini Storage,178 Groveland Farms Road,Groveland,FL,34736,3524290090,21988,20888,3.52,7,1,Completed,C,C+,1994-01-01
Guard Space Storage,2900 West Airport Blvd,Sanford,FL,32771,4073227004,34500,32775,2.38,5,1,Completed,B,C+,1984-01-01
Store Space Self Storage,526 Peachtree Street,Cocoa,FL,32922,3213233534,35970,34171,2.28,5,1,Completed,B,C,2002-01-01
Harris Mini - Storage,21901 US Highway 441,Mount Dora,FL,32757,3523832405,82320,78204,9.13,21,1,Completed,B,B,1989-01-01
My Neighborhood Storage Center,108 East Colonial Drive,Orlando,FL,32801,4073299767,138336,103752,1.42,1,3,Completed,A,B-,2019-12-19
Historic District Self Storage,500 Minnie Street,Titusville,FL,32796,3212693280,17600,14960,0.42,1,2,Completed,A,C+,2007-01-01
Incaaztec Self Storage,1651 South Duncan Drive,Tavares,FL,32778,3523437040,15412,14641,1,1,1,Completed,B,C+,2005-01-01
Horizon Mini Storage,3900 Curtis Blvd,Cocoa,FL,32927,3213926701,72534,68907,5.12,7,1,Completed,A,B-,2002-01-01
Secure Store Clemont,3050 US Route 27,Clermont,FL,34711,3522276000,102086,86773,5.31,1,2,Completed,B,B+,2019-11-01
I - 4 Mini Storage,222 Hickman Drive,Sanford,FL,32771,4073218812,39888,37893,3.06,6,1,Completed,C,B,1978-01-01
International Drive Self Storage,12611 South International Drive,Orlando,FL,32821,NULL,94500,70875,3.34,1,3,Under Construction,NR,B,2021-02-26
iStorage,3955 South Street,Titusville,FL,32780,3215670540,81250,77187,8.71,10,1,Completed,B,B-,2007-01-01
iStorage,3400 Forsyth Road,Winter Park,FL,32792,4076410003,86248,81935,6.05,7,1,Completed,B,B-,1973-01-01
Storage Rentals of America,1450 West Railroad Avenue,Malabar,FL,32950,3216168004,9520,9044,3.95,3,1,Completed,C,B-,1987-01-01
K C Mini Storage,1684 Cypress Avenue,Melbourne,FL,32935,3215430277,13248,12585,0.97,5,1,Completed,C,C,1986-01-01
Keepsafe Storage,463 Forrest Avenue,Cocoa,FL,32922,3216360911,47213,44852,3.42,4,1,Completed,B,C+,1990-01-01
Kissimmee Stor - It,1920 Kelley Avenue,Kissimmee,FL,34744,4079322239,16300,15485,1.16,4,1,Completed,C,C+,1985-01-01
Lady Lake Self Storage,114 East Lady Lake Blvd,Lady Lake,FL,32159,3525618161,8448,8025,0.67,5,1,Completed,C,C+,1987-01-01
Lake Nona Self Storage,10906 Moss Park Road,Orlando,FL,32832,4077255277,63346,60178,4.26,5,1,Completed,B,B+,2017-12-26
Lake Warehouse & Storage,2420 State Road 40,Astor,FL,32102,3527593721,15060,14307,2.58,6,1,Completed,C,C,1990-01-01
Compass Self Storage,36622 County Road 19A,Eustis,FL,32726,3523573457,39898,37903,7.5,8,1,Completed,C,C+,1984-01-01
Compass Self Storage,2601 State Route 19,Tavares,FL,32778,3527200338,126620,120289,11,15,1,Completed,B,C,2006-01-01
Lake Warehouse & Storage,880 Bay Road,Mount Dora,FL,32757,3523836525,68175,64766,5.51,10,1,Completed,C,C,1973-01-01
LifeStorage,1170 West State Road 434,Longwood,FL,32750,4078481981,73441,55080,3.9,5,3,Completed,A,B-,2000-01-01
LifeStorage,130 Concord Drive,Casselberry,FL,32707,4073391652,63270,53779,2.86,8,2,Completed,B,B,1975-01-01
LifeStorage,2650 West 25th Street,Sanford,FL,32771,4073236633,37300,35435,2.8,6,1,Completed,B,C+,1985-01-01
LifeStorage,11955 South Orange Blossom Trail,Orlando,FL,32837,4078260242,59910,50923,2.75,3,2,Completed,B,B,1987-01-01
LifeStorage,4066 Silver Star Road,Orlando,FL,32808,4072987867,153016,145365,12.74,18,1,Completed,B,C+,1980-01-01
LifeStorage,4020 Curry Ford Road,Orlando,FL,32806,4072287500,96108,72081,3.73,4,3,Completed,B,C+,2007-01-01
LifeStorage,801 North Cocoa Blvd,Cocoa,FL,32922,3216311322,82514,78388,4.22,9,1,Completed,B,C+,1982-01-01
LifeStorage,1903 Garden Street,Titusville,FL,32796,3212671719,109822,82366,5.83,8,3,Completed,C,C+,1985-01-01
LifeStorage,6005 North Wickham Road,Melbourne,FL,32940,3212591995,126086,94564,9.98,15,3,Completed,B,B,1986-01-01
LifeStorage,111 Tomahawk Drive,Indian Harbour Beach,FL,32937,3217770053,122670,104269,5.03,15,2,Completed,B,B-,1985-01-01
LifeStorage,1923 North Wickham Road,Melbourne,FL,32935,3212422228,93386,79378,4.68,7,2,Completed,B,B-,1986-01-01
LifeStorage,7244 Overland Road,Orlando,FL,32810,3212345716,50460,47937,2.69,4,1,Completed,B,C+,1978-01-01
LifeStorage,2650 North Powers Drive,Orlando,FL,32818,4072911511,70130,66623,4,6,1,Completed,C,C+,1998-01-01
LifeStorage,475 Celebration Place,Celebration,FL,34747,3219394036,66156,62848,13.28,4,1,Completed,A,A-,2006-01-01
LifeStorage,11583 University Blvd,Orlando,FL,32817,4072823395,65280,48960,3.08,3,3,Completed,A,B,2004-01-01
Mr. Storage,850 North Eagle Road,Havertown,PA,19083,4844543234,98163,73622,1.6,2,3,Completed,A,B,2016-11-21
Pine Valley Storage,225 Geiger Road,Philadelphia,PA,19115,2156768100,14400,13680,7.4,6,1,Completed,C,B-,1991-01-01
Port Richmond Self Storage,2625 Wheatsheaf Lane,Philadelphia,PA,19137,2152894300,62461,59337,6.49,6,1,Completed,C,C+,2003-01-01
CubeSmart Self Storage,237 Fairfield Avenue,Upper Darby,PA,19082,6103654371,34248,25686,0.26,1,3,Completed,B,C+,2012-01-01
CubeSmart Self Storage,4391 Aramingo Avenue,Philadelphia,PA,19124,2153728717,62470,53099,1.61,4,2,Completed,B,C+,1970-01-01
CubeSmart Self Storage,2231 South 62nd Street,Philadelphia,PA,19142,2153372398,47336,44969,6.14,16,1,Completed,B,C,1990-01-01
Public Storage,6301 Tacony Street,Philadelphia,PA,19135,2678886914,50783,48243,3.19,4,1,Completed,C,C+,1991-01-01
Jenkins Storage,610 Old York Road,Jenkintown,PA,19046,2152771367,33815,32124,7.91,1,1,Completed,C,B-,2012-01-01
Public Storage,2025 Chemical Road,Plymouth Meeting,PA,19462,4845337358,50150,47642,4.66,6,1,Completed,C,A-,1985-01-01
Public Storage,1431 Ivy Hill Road,Philadelphia,PA,19150,2153757333,88300,83885,5,8,1,Completed,C,C+,1988-01-01
Public Storage,6330 Market Street,Upper Darby,PA,19082,4842579491,101802,76351,6.43,1,3,Completed,C,C+,1990-01-01
Public Storage,2345 Castor Avenue,Philadelphia,PA,19134,2679087161,166000,124500,4.2,1,3,Completed,B,C+,2007-01-01
Public Storage,2190 Wheatsheaf Lane,Philadelphia,PA,19137,2678886898,87286,82921,4.7,7,1,Completed,B,C+,2001-01-01
Public Storage,7000 Lindbergh Blvd,Philadelphia,PA,19153,2158093582,98669,93735,6.73,7,1,Completed,C,C+,1991-01-01
Public Storage,8401 Lansdowne Avenue,Upper Darby,PA,19082,4844506260,38744,32932,1.78,3,2,Completed,B,C+,1985-01-01
Public Storage,7571 Ridge Avenue,Philadelphia,PA,19128,2158093671,36084,30671,2.29,3,2,Completed,B,B-,1991-01-01
Public Storage,245 West Chester Pike,Havertown,PA,19083,4844508007,66000,56100,1.12,2,2,Completed,C,C+,1987-01-01
Public Storage,2700 Grant Avenue,Philadelphia,PA,19114,2678886964,121450,115377,10.83,14,1,Completed,C,C+,1980-01-01
Public Storage,1251 Byberry Road,Philadelphia,PA,19116,2678886937,58121,55214,5.11,15,1,Completed,C,B-,1985-01-01
Public Storage,6225 Oxford Avenue,Philadelphia,PA,19111,2678886915,119900,101915,2.92,3,2,Completed,C,B-,1970-01-01
Public Storage,2750 Old Lincoln Hwy,Trevose,PA,19053,2672234482,78758,66944,5.07,6,2,Completed,B,B-,1981-01-01
Public Storage,3751 Bristol Pike,Bensalem,PA,19020,2672234475,85100,72335,4.12,3,2,Completed,B,B,1988-01-01
Safeguard Self Storage,3300 Frankford Avenue,Philadelphia,PA,19134,2674400074,48425,36318,0.9,1,4,Completed,A,C-,2008-01-01
Safeguard Self Storage,1499 66th Avenue,Philadelphia,PA,19126,2158258573,67886,57703,1.44,1,2,Completed,A,C+,2006-01-01
Safeguard Self Storage,6371 Keystone Street,Philadelphia,PA,19135,2158258527,49320,41922,1.45,1,2,Completed,A,C+,2005-01-01
Safeguard Self Storage,1333 Rhawn Street,Philadelphia,PA,19111,2158258524,62400,46800,2.47,3,3,Completed,A,C+,2004-01-01
